title,price,decription,category
The Nicomachean Ethics,£36.34,"‘One swallow does not make a summer; neither does one day. Similarly neither can one day, or a brief space of time, make a man blessed and happy’In the Nicomachean Ethics, Aristotle sets out to examine the nature of happiness. He argues that happiness consists in ‘activity of the soul in accordance with virtue’, for example with moral virtues, such as courage, generosity a ‘One swallow does not make a summer; neither does one day. Similarly neither can one day, or a brief space of time, make a man blessed and happy’In the Nicomachean Ethics, Aristotle sets out to examine the nature of happiness. He argues that happiness consists in ‘activity of the soul in accordance with virtue’, for example with moral virtues, such as courage, generosity and justice, and intellectual virtues, such as knowledge, wisdom and insight. The Ethics also discusses the nature of practical reasoning, the value and the objects of pleasure, the different forms of friendship, and the relationship between individual virtue, society and the State. Aristotle’s work has had a profound and lasting influence on all subsequent Western thought about ethical matters.J. A. K. Thomson’s translation has been revised by Hugh Tredennick, and is accompanied by a new introduction by Jonathan Barnes. This edition also includes an updated list for further reading and a new chronology of Aristotle’s life and works.Previously published as Ethics ...more",Philosophy
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),£57.70,"The No.1 ladies' detective agency consists of one woman, the engaging and sassy Precious Ramotswe, who sets up shop in Gabarone, Botswana. This unlikely herione specialises in missing husbands, wayward daughters, con men and impostors.",Mystery
The Odyssey,£29.64,"Literature's grandest evocation of life's journey, at once an ageless human story and an individual test of moral endurance, Homer's ancient Greek epic The Odyssey is translated by Robert Fagles with an introduction and notes by Bernard Knox in Penguin Classics.When Robert Fagles' translation of The Iliad was published in 1990, critics and scholars alike hailed it as a mas Literature's grandest evocation of life's journey, at once an ageless human story and an individual test of moral endurance, Homer's ancient Greek epic The Odyssey is translated by Robert Fagles with an introduction and notes by Bernard Knox in Penguin Classics.When Robert Fagles' translation of The Iliad was published in 1990, critics and scholars alike hailed it as a masterpiece. Here, one of the great modern translators presents us with The Odyssey, Homer's best-loved poem, recounting Odysseus' wanderings after the Trojan War. With wit and wile, the 'man of twists and turns' meets the challenges of the sea-god Poseidon, and monsters ranging from the many-headed Scylla to the cannibalistic Cyclops Polyphemus - only to return after twenty years to a home besieged by his wife Penelope's suitors. In the myths and legends retold in this immortal poem, Fagles has captured the energy of Homer's original in a bold, contemporary idiom.Seven greek cities claim the honour of being the birthplace of Homer (c. 8th-7th century BC), the poet to whom the composition of the Iliad and Odyssey are attributed. The Iliad is the oldest surviving work of Western literature, but the identity - or even the existence - of Homer himself is a complete mystery, with no reliable biographical information having survived.If you enjoyed The Odyssey, you might like Robert Fagles' translation of The Iliad, also available in Penguin Classics.'Wonderfully readable ... Just the right blend of roughness and sophistication'Ted Hughes'A memorable achievement ... Mr Fagles has been remarkably successful in finding a style that is of our time and yet timeless'Richard Jenkyns, The New York Times Book Review'His translation of The Odyssey is his best work yet'Garry Wills, New Yorker ...more",Add a comment
The Republic,£33.78,"Presented in the form of a dialogue between Socrates and three different interlocutors, this classic text is an enquiry into the notion of a perfect community and the ideal individual within it. During the conversation, other questions are raised: what is goodness?; what is reality?; and what is knowledge? The Republic also addresses the purpose of education and the role o Presented in the form of a dialogue between Socrates and three different interlocutors, this classic text is an enquiry into the notion of a perfect community and the ideal individual within it. During the conversation, other questions are raised: what is goodness?; what is reality?; and what is knowledge? The Republic also addresses the purpose of education and the role of both women and men as guardians of the people. With remarkable lucidity and deft use of allegory, Plato arrives at a depiction of a state bound by harmony and ruled by philosopher kings. ...more",Add a comment
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",£54.12,"In 1916, Dream is captured and encased in a glass globe in a failed attempt by a fictional Edwardian magician (very much in the vein of Aleister Crowley) named Roderick Burgess to bind Death and attain immortality. Dream bides his time for decades until Burgess dies. Afterwards, his son Alexander becomes Dream's new captor. Finally, in 1988, Alex's guards grow careless and In 1916, Dream is captured and encased in a glass globe in a failed attempt by a fictional Edwardian magician (very much in the vein of Aleister Crowley) named Roderick Burgess to bind Death and attain immortality. Dream bides his time for decades until Burgess dies. Afterwards, his son Alexander becomes Dream's new captor. Finally, in 1988, Alex's guards grow careless and the guards watching him fall asleep in his presence, allowing Dream to use the sand from their dream to his benefit. When the guards awake and break the seal Dream was in, he is then able to escape. Dream punishes Alex by cursing him to experience an unending series of nightmares. The rest of the story concerns Dream's quest to recover his totems of power, which were dispersed following his capture: a pouch of sand, a helm and a ruby. The pouch is being kept by a former girlfriend of John Constantine's. Once that is recovered, Dream travels to hell to regain the helm from a demon, where he incurs the wrath of Lucifer (an enmity that will have major repercussions later in the series). The ruby is in the possession of John Dee, a.k.a. Doctor Destiny, a supervillain from the Justice League of America series. He has warped and corrupted the ruby, rendering Dream unable to use it, and with it he nearly tears apart the Dreaming. However, thinking that it will kill Dream, Dee shatters the ruby, inadvertently releasing the power that Dream had stored in the ruby and restoring Dream to his full power. The collection ends with ""The Sound of Her Wings"", an epilogue to the first story-arc. This issue introduces a character who has become one of the series' most popular and prominent personalities: Dream's older sister Death. She is depicted as an attractive, down-to-earth young goth girl, very unlike the traditional personification of death, and spends the issue talking Dream out of his brief post-quest depression. ...more",Sequential Art
The Secret Healer,£34.56,"In the fourteenth century, opportunities for women are limited to the home. But spirited young Madlen finds her calling as assistant to the city’s trusted midwife, Clara. Working alongside Clara, Madlen develops a surprisingly soothing technique and quickly becomes a talented healer.After Clara’s tragic death, Madlen alone rushes to assist the birth of a local nobleman’s c In the fourteenth century, opportunities for women are limited to the home. But spirited young Madlen finds her calling as assistant to the city’s trusted midwife, Clara. Working alongside Clara, Madlen develops a surprisingly soothing technique and quickly becomes a talented healer.After Clara’s tragic death, Madlen alone rushes to assist the birth of a local nobleman’s child. But rather than the joy of birth, Madlen walks into an accusation of murder and witchcraft because of her extraordinary gifts. Forced to flee her own town, she establishes a new identity in the home of her aunt. Yet even though it endangers her life, she cannot resist the urge to help the sick patients who seek out her miraculous treatment. When she meets handsome Johannes—an investigator hired by the Church to bring her to justice for sacrilegious acts—she becomes drawn to the very man who could destroy her.Will Madlen’s gifts bring about her downfall? Or can love and reason prevail in a time of fearful superstition? ...more",Historical Fiction
The Silent Twin (Detective Jennifer Knight #3),£36.25,"I’m alone in the dark, please can you find me …Nine-year-old twins Abigail and Olivia vow never to be parted. But when Abigail goes missing from Blackwater Farm, DC Jennifer Knight must find her before it’s too late. Twin sister Olivia has been mute since Abigail’s disappearance. But when she whispers in Jennifer’s ear, Jennifer realises it is Abigail’s voice pleading to b I’m alone in the dark, please can you find me …Nine-year-old twins Abigail and Olivia vow never to be parted. But when Abigail goes missing from Blackwater Farm, DC Jennifer Knight must find her before it’s too late. Twin sister Olivia has been mute since Abigail’s disappearance. But when she whispers in Jennifer’s ear, Jennifer realises it is Abigail’s voice pleading to be found. A damp and decaying house set in acres of desolate scrubland, the farm is a place of secrets, old and new – and Jennifer must unravel them all in order to find the lost girl. But could Olivia’s bond with her twin hold the key to finding Abigail? And can Jennifer break through her silence in time to save her sister’s life? A darkly gripping, page-turning thriller that will enthrall fans of Rachel Abbott, Alex Marwood’s The Wicked Girls and Mark Edwards. Praise for Caroline Mitchell:‘Fan-bloody-tastic! I enjoyed this book so much that I forced myself to read slowly as I just could not bear for it to end… I thought the story was brilliant. The characters were creative and kept me hooked. ‘The twists and turns kept me gasping for more… Could not recommend this book any more highly!’ Crime Book Junkie ‘This is a well written supernatural detective story, with a surprising twist that I guarantee will keep you glued to the last page… at times I couldn’t turn the pages quickly enough, it’s atmospheric, gritty and at times just plain scary, and what a twist at the end.’ The Book Review Café ‘With a brilliant cast of crime characters, and a plot that was enough to make me feel dizzy, this was a compelling book that I just couldn't get enough of. Every word, every page, every murder, every guess... I couldn't wait for the final piece of the jigsaw to fit into place… the word 'thrilling' just doesn't do this justice.’ Becca’s Books ...more",Fantasy
The Silent Wife,£12.34,"A chilling psychological thriller about a marriage, a way of life, and how far one woman will go to keep what is rightfully hersJodi and Todd are at a bad place in their marriage. Much is at stake, including the affluent life they lead in their beautiful waterfront condo in Chicago, as she, the killer, and he, the victim, rush haplessly toward the main event. He is a commi A chilling psychological thriller about a marriage, a way of life, and how far one woman will go to keep what is rightfully hersJodi and Todd are at a bad place in their marriage. Much is at stake, including the affluent life they lead in their beautiful waterfront condo in Chicago, as she, the killer, and he, the victim, rush haplessly toward the main event. He is a committed cheater. She lives and breathes denial. He exists in dual worlds. She likes to settle scores. He decides to play for keeps. She has nothing left to lose. Told in alternating voices, The Silent Wife is about a marriage in the throes of dissolution, a couple headed for catastrophe, concessions that can’t be made, and promises that won’t be kept. Expertly plotted and reminiscent of Gone Girl and These Things Hidden, The Silent Wife ensnares the reader from page one and does not let go. ...more",Fiction
The Story of Hong Gildong,£43.19,"The Story of Hong Gildong is arguably the single most important work of classic Korean fiction. Like its English counterpart, Robin Hood, it has been adapted into countless movies, television shows, novels and comics. Its memorable lines are known to virtually every Korean by heart. Until now, this incredible 19th century fable has been all but inaccessible to English read The Story of Hong Gildong is arguably the single most important work of classic Korean fiction. Like its English counterpart, Robin Hood, it has been adapted into countless movies, television shows, novels and comics. Its memorable lines are known to virtually every Korean by heart. Until now, this incredible 19th century fable has been all but inaccessible to English readers.Hong Gildong, the brilliant but illegitimate son of a government minister, cannot advance in society due to his secondary status, so he leaves home to become the leader of a band of outlaws who rob the rich to give to the poor. On the way to building his own empire and gaining acceptance from his family, Hong Gildong vanquishes assassins, battles monsters, and conquers kingdoms. Minsoo Kang's expressive and animated new translation finally makes the original text of this classic available in English, re-introducing a noble and righteous outlaw and sharing a beloved hallmark of Korean culture. ...more",Classics
The Tumor,£41.56,"John Grisham says THE TUMOR is the most important book he has ever written. In this short book, he provides readers with a fictional account of how a real, new medical technology could revolutionize the future of medicine by curing with sound. THE TUMOR follows the present day experience of the fictional patient Paul, an otherwise healthy 35-year-old father who is diagnose John Grisham says THE TUMOR is the most important book he has ever written. In this short book, he provides readers with a fictional account of how a real, new medical technology could revolutionize the future of medicine by curing with sound. THE TUMOR follows the present day experience of the fictional patient Paul, an otherwise healthy 35-year-old father who is diagnosed with a malignant brain tumor. Grisham takes readers through a detailed account of Paul’s treatment and his family’s experience that doesn’t end as we would hope. Grisham then explores an alternate future, where Paul is diagnosed with the same brain tumor at the same age, but in the year 2025, when a treatment called focused ultrasound is able to extend his life expectancy. Focused ultrasound has the potential to treat not just brain tumors, but many other disorders, including Parkinson’s, Alzheimer’s, hypertension, and prostate, breast and pancreatic cancer. For more information, you can visit The Focused Ultrasound Foundation’s website. Here you will find a video of Grisham on the TEDx stage with the Foundation’s chairman and a Parkinson’s patient who brings the audience to its feet sharing her incredible story of a focused ultrasound “miracle.” Readers will get a taste of the narrative they expect from Grisham, but this short book will also educate and inspire people to be hopeful about the future of medical innovation. ...more",Nonfiction
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",£36.52,"Every ninety years, twelve gods incarnate as humans. They are loved. They are hated. In two years, they are dead. The team behind critical tongue-attractors like Young Avengers and PHONOGRAM reunite to create a world where gods are the ultimate pop stars and pop stars are the ultimate gods. But remember: just because you’re immortal, doesn’t mean you’re going to live forev Every ninety years, twelve gods incarnate as humans. They are loved. They are hated. In two years, they are dead. The team behind critical tongue-attractors like Young Avengers and PHONOGRAM reunite to create a world where gods are the ultimate pop stars and pop stars are the ultimate gods. But remember: just because you’re immortal, doesn’t mean you’re going to live forever. Collects THE WICKED + THE DIVINE #1-5 ...more",Sequential Art
The Zombie Room,£19.69,"An unlikely bond is forged between three men from very different backgrounds when they serve time together in prison. A series of wrong turns and disastrous life choices has led to their incarceration. Following their release, Mangle, Decker and Tazeem stick together as they return to a life of crime, embarking on a lucrative scam. But when they stumble upon a sophisticate An unlikely bond is forged between three men from very different backgrounds when they serve time together in prison. A series of wrong turns and disastrous life choices has led to their incarceration. Following their release, Mangle, Decker and Tazeem stick together as they return to a life of crime, embarking on a lucrative scam. But when they stumble upon a sophisticated sex-trafficking operation, they soon realise that they are in mortal danger. The disappearance of a family member and the murder of a dear friend lead the three to delve deeper into a world of violence and deception. In their quest for retribution and justice, they put their lives on the line. Their paths cross with that of Tatiana, who has left her home country for a better life in the West - or so she thinks. She soon realises she is in the hands of ruthless, violent people, who run an operation supplying girls to meet the most deviant desires of rich and powerful men. Will she survive the horrors of The Zombie Room? Are Mangle, Decker and Tazeem brave enough to follow her there, in an attempt to set her free? ...more",Default
This One Moment (Pushing Limits #1),£48.71,"Fame, fortune, and stadiums full of screaming fans are right around the corner for the rock band at the heart of Stina Lindenblatt’s steamy, intense Pushing Limits series. But it’s an epic love affair that steals the show in this opening act.When Nolan Kincaid skipped town to chase the music career of his dreams, he knew he wouldn’t miss the reminders of his broken family— Fame, fortune, and stadiums full of screaming fans are right around the corner for the rock band at the heart of Stina Lindenblatt’s steamy, intense Pushing Limits series. But it’s an epic love affair that steals the show in this opening act.When Nolan Kincaid skipped town to chase the music career of his dreams, he knew he wouldn’t miss the reminders of his broken family—he wasn’t so sure he could forget the girl he left behind. Now his band is touring nonstop, the recording sessions go all night, and the groupies are crazed. But when he hears that Hailey Wilkins is in trouble, he drops everything.Hailey thought she’d missed her chance with Nolan. Five years ago, the moment she realized she loved him was the moment he decided to leave. Now, when a brutal assault lands her in the ICU, Nolan flies straight to her bedside, acting like nothing’s changed. What’s a rock star like him doing, canceling shows and risking his record deal, just to nurse an old friend back to health? And why should Hailey believe he’ll stay this time?With her attacker still at large, Nolan’s ready to rise to the occasion. He knows he let Hailey down once before, but he’s ready to give her everything, heart and soul—and he’ll fight for the chance to prove it. ...more",Romance
Three Wishes (River of Time: California #1),£44.18,"BE CAREFUL WHAT YOU WISH FOR. BECAUSE YOU JUST MIGHT GET IT. Zara Ruiz is a normal California girl on the verge of graduating high school and thinking about her dawning future. But when dusk brings a shattering loss—and she discovers a priceless object in the shallows of a tide pool—she is thrust a hundred-and-eighty years into the past. There she meets handsome ranchero J BE CAREFUL WHAT YOU WISH FOR. BECAUSE YOU JUST MIGHT GET IT. Zara Ruiz is a normal California girl on the verge of graduating high school and thinking about her dawning future. But when dusk brings a shattering loss—and she discovers a priceless object in the shallows of a tide pool—she is thrust a hundred-and-eighty years into the past. There she meets handsome ranchero Javier de la Ventura—who has big dreams and bigger secrets—along with his enchanting family, in a land that is at once familiar, and yet utterly foreign. Between cattle rustlers, pirates and a growing call for statehood, it is not a peaceful time to be a Mexican settler in young Alta California. But it is in that time and place that Zara must decide if she can find what she longs for most in the past, or if her heart's THREE WISHES can only be resolved in the present. ...more",Science Fiction
Travels with Charley: In Search of America,£57.82,"An intimate journey across and in search of America, as told by one of its most beloved writers, in a deluxe centennial edition In September 1960, John Steinbeck embarked on a journey across America. He felt that he might have lost touch with the country, with its speech, the smell of its grass and trees, its color and quality of light, the pulse of its people. To reassure An intimate journey across and in search of America, as told by one of its most beloved writers, in a deluxe centennial edition In September 1960, John Steinbeck embarked on a journey across America. He felt that he might have lost touch with the country, with its speech, the smell of its grass and trees, its color and quality of light, the pulse of its people. To reassure himself, he set out on a voyage of rediscovery of the American identity, accompanied by a distinguished French poodle named Charley; and riding in a three-quarter-ton pickup truck named Rocinante.   His course took him through almost forty states: northward from Long Island to Maine; through the Midwest to Chicago; onward by way of Minnesota, North Dakota, Montana (with which he fell in love), and Idaho to Seattle, south to San Francisco and his birthplace, Salinas; eastward through the Mojave, New Mexico, Arizona, to the vast hospitality of Texas, to New Orleans and a shocking drama of desegregation; finally, on the last leg, through Alabama, Virginia, Pennsylvania, and New Jersey to New York.  Travels with Charley in Search of America is an intimate look at one of America's most beloved writers in the later years of his life—a self-portrait of a man who never wrote an explicit autobiography. Written during a time of upheaval and racial tension in the South—which Steinbeck witnessed firsthand—Travels with Charley is a stunning evocation of America on the eve of a tumultuous decade.  ...more",Nonfiction
Twenty Love Poems and a Song of Despair,£30.95,"Drawn from the most intimate and personal associations, Pablo Neruda's most beloved collection of poetry juxtaposes the exuberance of youthful passion with the desolation of grief, the sensuality of the body with the metaphorical nuances of nature. Pulitzer Prize-winning poet W. S. Merwin's masterly translation faces the original Spanish text. This edition also features an Drawn from the most intimate and personal associations, Pablo Neruda's most beloved collection of poetry juxtaposes the exuberance of youthful passion with the desolation of grief, the sensuality of the body with the metaphorical nuances of nature. Pulitzer Prize-winning poet W. S. Merwin's masterly translation faces the original Spanish text. This edition also features an insightful Introduction by Cristina Garcia. More than eighty years after its publication, Twenty Love Poems and a Song of Despair stands as an essential collection that continues to inspire lovers and poets around the world. ...more",Poetry
Vampire Girl (Vampire Girl #1),£53.82,"You think it's safe to walk alone at night. It's not. You think the only threat is other humans. It's not. Monsters are real. Demons are real. Vampires are real. And I'm about to become one of them. My name is Arianna Spero. I was an ordinary girl, living an ordinary life, until my mother lapsed into a coma. Now, I am her only hope. She made a deal with the devil, and on m You think it's safe to walk alone at night. It's not. You think the only threat is other humans. It's not. Monsters are real. Demons are real. Vampires are real. And I'm about to become one of them. My name is Arianna Spero. I was an ordinary girl, living an ordinary life, until my mother lapsed into a coma. Now, I am her only hope. She made a deal with the devil, and on my 18th birthday he came to collect. But there's a way to save her. There's something the princes of hell want more than my mother. Me. So I signed my soul away and promised to pick a prince to marry. I would take the blood oath, become one of them, and give them an heir. I would become a princess of hell, and my mother would live. I expected fire and brimstone. I expected pain and misery. I didn't expect beauty. I didn't expect magic. I didn't expect love. But the princes are keeping secrets from me. Secrets that could shatter everything. Scroll up and click the buy button now to uncover the truth... ...more",Fantasy
"Vampire Knight, Vol. 1 (Vampire Knight #1)",£15.40,"Yuki Cross has no memory of her past prior to the moment she was saved from a vampire attack ten years ago. She was adopted by the headmaster of Cross Academy, and now works alongside Zero to guard the Academy's secret. Cross Adademy is attended by two groups of students: the Day Class and the Night Class. At twilight, when the students of the Day Class return to their dor Yuki Cross has no memory of her past prior to the moment she was saved from a vampire attack ten years ago. She was adopted by the headmaster of Cross Academy, and now works alongside Zero to guard the Academy's secret. Cross Adademy is attended by two groups of students: the Day Class and the Night Class. At twilight, when the students of the Day Class return to their dorm, they cross paths with the Night Class on their way to school. Yuki Cross and Zero Kiryu are the Guardians of the school, protecting the Day Class from the Academy's dark secret: the Night Class is full of vampires! ...more",Paranormal
Ways of Seeing,£39.51,"John Berger’s Classic Text on ArtJohn Berger's Ways of Seeing is one of the most stimulating and the most influential books on art in any language. First published in 1972, it was based on the BBC television series about which the (London) Sunday Times critic commented: ""This is an eye-opener in more ways than one: by concentrating on how we look at paintings . . . he will John Berger’s Classic Text on ArtJohn Berger's Ways of Seeing is one of the most stimulating and the most influential books on art in any language. First published in 1972, it was based on the BBC television series about which the (London) Sunday Times critic commented: ""This is an eye-opener in more ways than one: by concentrating on how we look at paintings . . . he will almost certainly change the way you look at pictures."" By now he has.""Berger has the ability to cut right through the mystification of the professional art critics . . . He is a liberator of images: and once we have allowed the paintings to work on us directly, we are in a much better position to make a meaningful evaluation"" —Peter Fuller, Arts Review""The influence of the series and the book . . . was enormous . . . It opened up for general attention to areas of cultural study that are now commonplace"" —Geoff Dyer in Ways of TellingWinner of the 1972 Booker Prize for his novel, G., John Peter Berger (born November 5th, 1926) is an art critic, painter and author of many novels including A Painter of Our Time, From A to X and Bento’s Sketchbook. ...more",Art
When I'm Gone,£51.96,"Dear Luke,First let me say—I love you…I didn’t want to leave you… Luke Richardson has returned home after burying Natalie, his beloved wife of sixteen years, ready to face the hard job of raising their three children alone. But there’s something he’s not prepared for—a blue envelope with his name scrawled across the front in Natalie’s handwriting, waiting for him on the f Dear Luke,First let me say—I love you…I didn’t want to leave you… Luke Richardson has returned home after burying Natalie, his beloved wife of sixteen years, ready to face the hard job of raising their three children alone. But there’s something he’s not prepared for—a blue envelope with his name scrawled across the front in Natalie’s handwriting, waiting for him on the floor of their suburban Michigan home.The letter inside, written on the first day of Natalie’s cancer treatment a year ago, turns out to be the first of many. Luke is convinced they’re genuine, but who is delivering them? As his obsession with the letters grows, Luke uncovers long-buried secrets that make him question everything he knew about his wife and their family. But the revelations also point the way toward a future where love goes on—in written words, in memories, and in the promises it’s never too late to keep. ...more",Fiction
Where Lightning Strikes (Bleeding Stars #3),£39.77,"Do you know what it feels like right before lightning strikes? How you can feel the current running through your veins? The trembles of warning that ripple through the air? It was a thrill Tamar King chased all her life until it became the very thing she had to escape. For the last four years, Tamar King has hidden herself in an isolated world she created. She was safe. No Do you know what it feels like right before lightning strikes? How you can feel the current running through your veins? The trembles of warning that ripple through the air? It was a thrill Tamar King chased all her life until it became the very thing she had to escape. For the last four years, Tamar King has hidden herself in an isolated world she created. She was safe. No one could touch her. Until Lyrik West walked through her door. He’s the lead guitarist for Sunder and everything she can never have. The dark and beautiful rock star becomes everything she craves. Lyrik’s life has been devoted to his band and that success has cost him. Bitter, hard, and filled with regret, he refuses to lose himself again, but from the moment he sees her, he wants one night with Tamar King. The gorgeous bartender is more than he bargained for. Their attraction is consuming. Their desire overpowering. With one touch, they ignite. But is it worth the cost of getting burned?She’s a gorgeous nightmare and he’s a wicked dream…WHERE LIGHTNING STRIKES, a Bleeding Stars Stand-Alone Novel ...more",Romance
While You Were Mine,£41.32,"Everything she loved could so easily be lost.The end of World War II should have brought joy to Gwen Mullen. But on V-J Day, her worst fear is realized. As celebrating crowds gather in Times Square, a soldier appears on her doorstep to claim Mary, the baby abandoned to Gwen one year earlier. Suddenly Gwen is on the verge of losing the child she has nurtured and loves dearl Everything she loved could so easily be lost.The end of World War II should have brought joy to Gwen Mullen. But on V-J Day, her worst fear is realized. As celebrating crowds gather in Times Square, a soldier appears on her doorstep to claim Mary, the baby abandoned to Gwen one year earlier. Suddenly Gwen is on the verge of losing the child she has nurtured and loves dearly.With no legal claim to Mary, Gwen begins to teach Lieutenant John McKee how to care for his child, knowing that he will ultimately take Mary away. What starts as a contentious relationship, however, turns into something more, and Gwen must open her heart to learn that love means taking chances.While You Were Mine paints a vivid portrait of 1940s New York and tells an enchanting tale of the nature of love and trust. ...more",Historical Fiction
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",£18.51,"""Y"" is none other than unemployed escape artist Yorick Brown (his father was a Shakespeare buff), and he's seemingly the only male human left alive after a mysterious plague kills all Y-chromosome carriers on earth. But why are he and his faithful companion, the often testy male monkey Ampersand, still alive? He sets out to find the answer (and his girlfriend), while runni ""Y"" is none other than unemployed escape artist Yorick Brown (his father was a Shakespeare buff), and he's seemingly the only male human left alive after a mysterious plague kills all Y-chromosome carriers on earth. But why are he and his faithful companion, the often testy male monkey Ampersand, still alive? He sets out to find the answer (and his girlfriend), while running from angry female Republicans (now running the government), Amazon wannabes that include his own sister (seemingly brainwashed), and other threats. The Vertigo team of Brian K. Vaughan, Pia Guerra, and José Marzán Jr. have given us a great read!Collects Y: The Last Man issues #01-#05 ...more",Sequential Art
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),£52.88,"Diary of a Minecraft Zombie Has a Fresh New Look! Ever wonder what it would be like to be a Minecraft Zombie? In the first book of this hilarious Minecraft adventure series, we get to read the diary of an actual 12 year old, Minecraft Zombie. Take a peek at what is really going on between the hollow eyes, and dead expression that we normally see when we face the dreaded Z Diary of a Minecraft Zombie Has a Fresh New Look! Ever wonder what it would be like to be a Minecraft Zombie? In the first book of this hilarious Minecraft adventure series, we get to read the diary of an actual 12 year old, Minecraft Zombie. Take a peek at what is really going on between the hollow eyes, and dead expression that we normally see when we face the dreaded Zombies of Minecraft. Are Zombies really different from us? You'll be surprised at what you discover. So, jump into this Minecraft adventure and find out!. Diary of a Zombie is a must-read for any kid who loves Minecraft. Kids ages 7+ can't wait to jump into to these Minecraft adventures! Get Your Copy Today! ...more",Childrens
"Fruits Basket, Vol. 2 (Fruits Basket #2)",£11.64,"A family with an ancient curse...And the girl who will change their lives forever...Ever since Tohru Honda discovered the Zodiac secret of the Sohma clan, her eyes have opened to a world of magic and wonder. But with such a great secret comes great responsibility. When her best friends Hana-chan and Uo-chan come to the Sohma home for a sleepover, Tohru has her work cut out A family with an ancient curse...And the girl who will change their lives forever...Ever since Tohru Honda discovered the Zodiac secret of the Sohma clan, her eyes have opened to a world of magic and wonder. But with such a great secret comes great responsibility. When her best friends Hana-chan and Uo-chan come to the Sohma home for a sleepover, Tohru has her work cut out for her keeping the ""Cat"" in the bag and the ""Dog"" on a leash. ...more",Sequential Art
H is for Hawk,£57.42,"When Helen Macdonald's father died suddenly on a London street, she was devastated. An experienced falconer, Helen had never before been tempted to train one of the most vicious predators, the goshawk, but in her grief, she saw that the goshawk's fierce and feral temperament mirrored her own. Resolving to purchase and raise the deadly creature as a means to cope with her l When Helen Macdonald's father died suddenly on a London street, she was devastated. An experienced falconer, Helen had never before been tempted to train one of the most vicious predators, the goshawk, but in her grief, she saw that the goshawk's fierce and feral temperament mirrored her own. Resolving to purchase and raise the deadly creature as a means to cope with her loss, she adopted Mabel, and turned to the guidance of The Once and Future King author T.H. White's chronicle The Goshawk to begin her challenging endeavor. Projecting herself ""in the hawk's wild mind to tame her"" tested the limits of Macdonald's humanity and changed her life.Heart-wrenching and humorous, this book is an unflinching account of bereavement and a unique look at the magnetism of an extraordinary beast, with a parallel examination of a legendary writer's eccentric falconry. Obsession, madness, memory, myth, and history combine to achieve a distinctive blend of nature writing and memoir from an outstanding literary innovator. ...more",Nonfiction
Kindle Paperwhite User's Guide,£34.00,Kindle Paperwhite User's Guide,Nonfiction
Life,£31.58,"With the Rolling Stones, Keith Richards created the riffs, the lyrics and the songs that roused the world, and over four decades he lived the original rock and roll life. Now, at last, the man himself tells us the story of life in the crossfire hurricane.",Music
New Moon (Twilight #2),£12.86,"Also see: Alternate Cover Editions for this ISBN [ACE] ACE #1 I knew we were both in mortal danger. Still, in that instant, I felt well. Whole. I could feel my heart racing in my chest, the blood pulsing hot and fast through my veins again. My lungs filled deep with the sweet scent that came off his skin. It was like there had never been any hole in my chest. I was perfe Also see: Alternate Cover Editions for this ISBN [ACE] ACE #1 I knew we were both in mortal danger. Still, in that instant, I felt well. Whole. I could feel my heart racing in my chest, the blood pulsing hot and fast through my veins again. My lungs filled deep with the sweet scent that came off his skin. It was like there had never been any hole in my chest. I was perfect - not healed, but as if there had never been a wound in the first place.LEGIONS OF READERS ARE HUNGRY FOR MORE. GIVE IN TO TEMPTATION... ...more",Young Adult
"Run, Spot, Run: The Ethics of Keeping Pets",£20.02,"A life shared with pets brings many emotions. We feel love for our companions, certainly, and happiness at the thought that we’re providing them with a safe, healthy life. But there’s another emotion, less often acknowledged, that can be nearly as powerful: guilt. When we see our cats gazing wistfully out the window, or watch a goldfish swim lazy circles in a bowl, we can’ A life shared with pets brings many emotions. We feel love for our companions, certainly, and happiness at the thought that we’re providing them with a safe, healthy life. But there’s another emotion, less often acknowledged, that can be nearly as powerful: guilt. When we see our cats gazing wistfully out the window, or watch a goldfish swim lazy circles in a bowl, we can’t help but wonder: are we doing the right thing, keeping these independent beings locked up, subject to our control? Is keeping pets actually good for the pets themselves?   That’s the question that animates Jessica Pierce’s powerful Run, Spot, Run. A lover of pets herself (including, over the years, dogs, cats, fish, rats, hermit crabs, and more), Pierce understands the joys that pets bring us. But she also refuses to deny the ambiguous ethics at the heart of the relationship, and through a mix of personal stories, philosophical reflections, and scientifically informed analyses of animal behavior and natural history, she puts pet-keeping to the test. Is it ethical to keep pets at all? Are some species more suited to the relationship than others? Are there species one should never attempt to own? And are there ways that we can improve our pets’ lives, so that we can be confident that we are giving them as much as they give us?   Deeply empathetic, yet rigorous and unflinching in her thinking, Pierce has written a book that is sure to help any pet owner, unsettling assumptions but also giving them the knowledge to build deeper, better relationships with the animals with whom they’ve chosen to share their lives. ...more",Philosophy
